Year ,Day,Date,Hour,NEE,Reco,GEP,LE,H,Rg,Tair,Tsoil,vpd,precip,Ustar,LAI
2006,203,7/22/2006,0.5,6.057366776,4.432785743,-1.624581033,23.10511337,-20.17019936,-43.07,25.84,28.08,1.049694773,0,0.225581,2.7
2006,203,7/22/2006,1,2.899290563,4.432785743,1.53349518,-6.262332762,-17.22512076,-41.79,25.59,27.91,0.907497384,0,0.248161,2.7
2006,203,7/22/2006,10.5,-3.453419621,4.432785743,7.886205364,49.97424197,272.1265137,663,32.98,30.67,2.575585476,0,0.299751,2.7
2006,203,7/22/2006,11,-9999,4.432785743,-9999,322.0669523,337.71557,703.3,34.11,30.98,3.000901206,0,0.529942,2.7
2006,203,7/22/2006,9.5,-11.88112621,4.432785743,16.31391195,162.1259631,160.6736776,370.1,30.63,29.11,1.894377488,0,0.347026,2.7
2006,203,7/22/2006,10,-8.773406995,4.432785743,13.20619274,182.0684613,232.6240355,632.5,32.54,29.97,2.376179911,0,0.278744,2.7
2006,203,7/22/2006,11.5,-2.025383219,4.432785743,6.458168962,225.8017594,312.9646987,683.6,34.29,31.24,2.967044551,0,0.467533,2.7
2006,203,7/22/2006,22,-9999,4.432785743,-9999,53.03435991,-20.35722801,-31.46,26.36,28.55,0.88008298,0,0.222907,2.9
2006,204,7/23/2006,0,0.626816105,3.204900498,2.578084393,20.57147639,-13.84865927,-36.5,26.04,27.84,0.972513042,0,0.159869,2.9
2006,203,7/22/2006,22.5,-9999,4.432785743,-9999,-1.040074885,-3.435889395,-33.01,27.16,28.37,1.152231799,0,0.190043,2.9
2006,204,7/23/2006,3,6.131974914,3.204900498,-2.927074416,26.74729205,-22.94297167,-41.67,24.52,26.86,0.679999544,0,0.152716,2.9
2006,204,7/23/2006,5.5,6.079675345,3.204900498,-2.874774847,15.20211864,-18.54487576,-45.61,23.7,26.24,0.543563851,0,0.20301,2.9
2006,204,7/23/2006,6,3.399084085,3.204900498,-0.194183587,11.40920504,-12.1745753,-42.55,23.52,26.14,0.518827074,0,0.173575,2.9
2006,204,7/23/2006,6.5,0.966843936,3.204900498,2.238056562,15.20573667,-10.45310638,-10.33,23.62,26.06,0.543421486,0,0.201538,2.9
2006,204,7/23/2006,2.5,9.230775393,3.204900498,-6.025874895,22.96265443,-18.42730067,-40.34,24.38,27.01,0.614203362,0,0.151418,2.9
2006,204,7/23/2006,9.5,-6.614056227,3.204900498,9.818956725,120.0726225,120.2717865,510.3,29.92,27.72,1.906232848,0,0.262147,2.9
2006,204,7/23/2006,10,-7.934261894,3.204900498,11.13916239,127.7092726,113.054462,387.6,30.48,28.45,2.093642777,0,0.345696,2.9
2006,204,7/23/2006,10.5,-6.15364682,3.204900498,9.358547318,232.3756128,209.0359058,722.6,31.64,28.86,2.373901406,0,0.394817,2.9
2006,204,7/23/2006,11,-7.528766689,3.204900498,10.73366719,258.238989,272.7271256,741.9,33.13,29.44,2.874265292,0,0.288344,2.9
2006,204,7/23/2006,11.5,-1.89548844,3.204900498,5.100388938,73.62793931,355.3939276,782.3,34.97,30,3.523880908,0,0.39065,2.9
2006,204,7/23/2006,12,-5.354753418,3.204900498,8.559653916,215.4896324,253.6419521,581.6,35.64,31.47,3.711426713,0,0.34263,2.9
2006,203,7/22/2006,15,-2.059249518,4.432785743,6.492035261,85.8398177,282.189799,527.2,37.55,36.28,4.499925747,0,0.483564,2.9
2006,203,7/22/2006,15.5,1.140240245,4.432785743,3.292545498,72.54814244,62.58535163,103.6,36.81,35.62,4.333279091,4.12E-10,0.275642,2.9
2006,203,7/22/2006,16,-9999,4.432785743,-9999,-9999,-126.9825826,16.08,29.99,34.14,2.002323217,3.556,0.599548,2.9
2006,203,7/22/2006,16.5,-9999,4.432785743,-9999,-9999,-94.76715943,37.68,25.51,32.02,0.869888222,-1.62E-12,0.321011,2.9
2006,203,7/22/2006,17,-5.419850686,4.432785743,9.852636429,-9999,-19.51534305,68.13,26.95,31.24,1.115955893,0,0.225801,2.9
2006,203,7/22/2006,17.5,-0.170398548,4.432785743,4.603184291,59.22850526,-6.907477537,52.24,27.74,30.85,1.181014172,0,0.150703,2.9
2006,203,7/22/2006,19.5,6.900805778,4.432785743,-2.468020035,44.23028995,-15.70669831,-40.01,27.15,29.81,0.907112617,0,0.152821,2.9
2006,203,7/22/2006,20,9.267288565,4.432785743,-4.834502822,41.13211535,-19.05163749,-34.84,27.01,29.48,0.893557626,0,0.154634,2.9
2006,203,7/22/2006,20.5,3.000425816,4.432785743,1.432359927,45.81366268,-8.626483186,-30.44,26.74,29.19,0.852153702,0,0.175582,2.9
2006,203,7/22/2006,14.5,-2.001236423,4.432785743,6.434022166,165.799693,371.2725686,701.1,37.18,36.41,4.358481832,0,0.420298,2.9
2006,204,7/23/2006,8,-6.087988777,3.204900498,9.292889275,89.13454628,47.13989166,250.7,26.85,26.33,1.19803889,0,0.312329,2.9
2006,204,7/23/2006,8.5,-9.55100247,3.204900498,12.75590297,123.1104923,91.19011647,326.5,27.85,26.71,1.428098698,0,0.336039,2.9
2006,204,7/23/2006,7,-1.287036654,3.204900498,4.491937152,32.17105841,-17.02494143,-4.199,24.61,26.07,0.760682738,0,0.232446,2.9
2006,204,7/23/2006,7.5,-3.174337154,3.204900498,6.379237652,41.9987668,5.429818104,79.58,25.36,26.11,0.917794943,0,0.291351,2.9
2006,203,7/22/2006,12.5,-4.783354917,4.432785743,9.21614066,130.899677,169.2288313,481.4,34.5,32.66,3.11580947,0,0.440217,2.9
2006,203,7/22/2006,13,-5.994050202,4.432785743,10.42683595,141.8096894,241.1781236,476.5,35.15,33.37,3.36631396,0,0.530826,2.9
2006,204,7/23/2006,9,-6.83601156,3.204900498,10.04091206,176.2871905,91.02747019,421.6,29.14,27.16,1.737797713,0,0.34158,2.9
2006,203,7/22/2006,12,-2.806661467,4.432785743,7.23944721,175.5944477,232.9513516,462.5,34.17,32.25,2.879896677,0,0.501363,2.9
2006,203,7/22/2006,13.5,-4.809516402,4.432785743,9.242302145,140.4044799,136.8250974,343.3,35.2,33.49,3.378076498,0,0.538402,2.9
2006,203,7/22/2006,14,-4.578045733,4.432785743,9.010831476,86.94930096,287.0661173,627.2,36.02,34.1,3.787035962,0,0.577606,2.9
2006,204,7/23/2006,19.5,6.655956713,3.204900498,-3.451056215,58.71373731,-36.9059562,-63.05,32.12,31.25,3.181838212,0,0.245492,3.1
2006,204,7/23/2006,20,3.438761259,3.204900498,-0.233860761,24.39518181,-21.38999014,-69.09,31.11,30.76,2.824035664,0,0.173085,3.1
2006,204,7/23/2006,19,2.266121589,3.204900498,0.938778909,64.46313194,-34.93991479,-13.53,33.88,31.6,3.855400495,0,0.504594,3.1
2006,204,7/23/2006,21,5.257366682,3.204900498,-2.052466184,30.75856012,-34.28680197,-60.45,30.17,30.01,2.552545337,0,0.289216,3.1
2006,204,7/23/2006,21.5,0.288870891,3.204900498,2.916029607,6.239342012,-3.415743948,-56.7,29.93,29.69,2.449670669,0,0.157557,3.1
2006,204,7/23/2006,22,-0.048214201,3.204900498,3.253114699,-9999,-42.63060968,-39.26,30.01,29.39,2.175217173,0,0.246598,3.1
2006,204,7/23/2006,22.5,-9999,3.204900498,-9999,-9999,-25.51306958,-29.61,30.38,29.37,1.992642373,0,0.406536,3.1
2006,204,7/23/2006,23,1.539503094,3.204900498,1.665397404,-9999,-12.55408174,-28.45,29.7,29.3,1.668908238,0,0.696051,3.1
2006,204,7/23/2006,23.5,2.378250343,3.204900498,0.826650155,23.01139882,42.73968326,-17.33,26.09,28.98,1.091532013,0,0.960652,3.1
2006,205,7/24/2006,0,2.593067647,3.295040862,0.701973215,19.43117427,13.85961622,-21.96,24.75,28.57,0.863790674,0,0.722277,3.1
2006,205,7/24/2006,0.5,2.343537828,3.295040862,0.951503034,21.84303015,16.06588573,-26.44,24.26,28.26,0.840242202,0,0.618618,3.1
2006,205,7/24/2006,1,-9999,3.295040862,-9999,-9999,-14.01333501,-22.12,23.27,27.95,0.712244587,0,0.467076,3.1
2006,205,7/24/2006,1.5,5.799226831,3.295040862,-2.504185969,-9999,-14.36067519,-22.18,23.04,27.61,0.670653492,0,0.155518,3.1
2006,204,7/23/2006,12.5,-1.764275221,3.204900498,4.969175719,-9999,205.7722896,463.4,36.27,31.91,3.952587101,0,0.371622,3.1
2006,204,7/23/2006,13,-1.595264899,3.204900498,4.800165397,111.706443,231.2127298,632.4,36.33,32.26,4.077545876,0,0.406649,3.1
2006,204,7/23/2006,13.5,1.86967899,3.204900498,1.335221508,-9999,317.846421,785,37.7,33.32,4.721048959,0,0.347521,3.1
2006,204,7/23/2006,14,0.704705684,3.204900498,2.500194814,152.6100336,225.932939,741,38.17,34.41,4.94194631,0,0.233836,3.1
2006,204,7/23/2006,14.5,0.455141536,3.204900498,2.749758962,172.9554881,273.360477,669.6,38.72,35.88,5.243370846,0,0.538086,3.1
2006,204,7/23/2006,15,3.874388653,3.204900498,-0.669488155,198.6171732,238.0621877,604.6,38.77,35.32,5.309032193,0,0.384226,3.1
2006,204,7/23/2006,15.5,0.803551266,3.204900498,2.401349232,196.8909323,269.5626831,513.5,39.37,35,5.554389584,0,0.2216,3.1
2006,204,7/23/2006,16,-3.255078568,3.204900498,6.459979066,173.7465684,231.9568135,482.2,39.49,34.69,5.550626565,0,0.380003,3.1
2006,204,7/23/2006,16.5,1.529838568,3.204900498,1.67506193,95.00019058,133.0463568,355.9,39.4,34.63,5.542924713,0,0.395043,3.1
2006,204,7/23/2006,17,-0.161702338,3.204900498,3.366602836,115.2441948,91.87832053,259.1,39.3,34.45,5.527536655,0,0.453575,3.1
2006,204,7/23/2006,17.5,1.831197637,3.204900498,1.373702861,36.74748329,69.0423705,110.6,38.44,33.88,5.184668173,0,0.598158,3.1
2006,204,7/23/2006,18,4.974004492,3.204900498,-1.769103994,56.02382305,2.182054094,-18.95,33.65,33.05,3.60065888,0,0.756857,3.1
2006,204,7/23/2006,18.5,1.821025836,3.204900498,1.383874662,18.26684294,-5.058402507,-22.48,32.87,32.12,3.516484875,0,0.484853,3.1
2006,205,7/24/2006,8,-8.049190758,3.295040862,11.34423162,84.6725677,78.36029828,239.6,27.52,26.45,1.62024787,2.95E-11,0.39666,3.1
2006,205,7/24/2006,8.5,-6.385698098,3.295040862,9.68073896,55.68892904,90.56062886,330.7,28.68,26.8,1.89322779,0.254,0.413158,3.1
2006,205,7/24/2006,9,-5.37528535,3.295040862,8.670326212,90.3343168,93.07156491,419.2,30.17,27.36,2.339545337,2.31E-13,0.55605,3.1
2006,205,7/24/2006,4,6.186243907,3.295040862,-2.891203045,31.43207056,-21.31452393,-48.04,21.95,26.52,0.421453313,0,0.29241,3.1
2006,205,7/24/2006,4.5,2.163008997,3.295040862,1.132031865,28.06602271,-24.55254629,-49.72,22.35,26.32,0.578732751,0,0.19039,3.1
2006,205,7/24/2006,5,2.21098787,3.295040862,1.084052992,46.90634611,-30.01057022,-50.74,22.97,26.18,0.758699267,0,0.190149,3.1
2006,205,7/24/2006,5.5,-1.634564049,3.295040862,4.929604911,5.320713037,-11.8433621,-52.2,24.46,26.07,1.157920915,0,0.156709,3.1
2006,205,7/24/2006,6,7.438910754,3.295040862,-4.143869892,-9999,-60.63060983,-43.86,24.66,26,1.208985113,0,0.25943,3.1
2006,205,7/24/2006,6.5,2.192950521,3.295040862,1.102090341,-0.020451307,-19.52873718,-5.819,23.63,25.94,0.919186028,0,0.180685,3.1
2006,205,7/24/2006,7,-1.394386207,3.295040862,4.689427069,66.14119622,-22.59343967,56.75,24.81,25.99,1.101038285,0,0.36289,3.1
2006,205,7/24/2006,7.5,-4.910540955,3.295040862,8.205581817,99.71431589,15.08940922,148,26.37,26.18,1.409117991,0,0.398556,3.1
2006,205,7/24/2006,10,-3.89089331,3.295040862,7.185934172,83.60394749,161.2873392,572,32.29,28.82,2.774238048,0,0.479483,3.1
2006,205,7/24/2006,10.5,-4.279056166,3.295040862,7.574097028,200.4229843,274.8769742,636,33.37,29.45,3.087205194,0,0.526833,3.1
2006,205,7/24/2006,11,-3.2426914,3.295040862,6.537732262,186.8688781,356.6100658,689,33.65,29.82,3.15465888,0,0.646639,3.1
2006,205,7/24/2006,9.5,-5.231722324,3.295040862,8.526763186,103.3030409,163.2965953,500,31.38,27.81,2.582324007,0,0.52592,3.1
2006,205,7/24/2006,11.5,-0.932452767,3.295040862,4.227493629,54.74929975,259.4509559,725.3,34.27,30.31,3.280005344,0,0.434898,3.1
2006,205,7/24/2006,15,2.487527993,3.295040862,0.807512869,79.61932431,130.1936471,282,35.92,34.83,3.67128969,0,0.432565,3.3
2006,205,7/24/2006,15.5,-0.01446949,3.295040862,3.309510352,51.02452375,90.82964832,152.2,35.3,34.47,3.45271515,0,0.526649,3.3
2006,205,7/24/2006,16,-1.693151286,3.295040862,4.988192148,63.85465321,62.43212011,177,34.7,33.91,3.272141141,0,0.568197,3.3
2006,205,7/24/2006,19,1.529247281,3.295040862,1.765793581,29.90966487,-12.84682366,-36.37,29.51,30.68,1.784325716,0,0.515155,3.3
2006,205,7/24/2006,19.5,2.028802192,3.295040862,1.26623867,55.37244299,-10.09615765,-53.18,28.98,30.35,1.745449319,0,0.266838,3.3
2006,205,7/24/2006,20,3.639004785,3.295040862,-0.343963923,34.76772279,-26.04076449,-53.94,28.34,30.03,1.626034466,0,0.306288,3.3
2006,205,7/24/2006,20.5,3.453848727,3.295040862,-0.158807865,11.72973971,-21.13476723,-50.41,28,29.73,1.547159071,0,0.296944,3.3
2006,205,7/24/2006,21,2.695710115,3.295040862,0.599330747,4.857525864,-15.43797796,-25.78,27.98,29.5,1.507736449,0,0.351722,3.3
2006,205,7/24/2006,21.5,0.791015099,3.295040862,2.504025763,-5.924071496,-6.544967819,-27.42,27.92,29.36,1.235495513,0,0.60418,3.3
2006,205,7/24/2006,22,8.37353225,3.295040862,-5.078491388,-9999,179.2298206,-19.08,26.25,29.2,1.121766869,0,0.915192,3.3
2006,205,7/24/2006,22.5,3.258657488,3.295040862,0.036383374,17.18554896,21.40726696,-37.34,22.02,28.61,0.630776985,0,0.378429,3.3
2006,205,7/24/2006,16.5,-9999,3.295040862,-9999,-9999,15.98046221,97.3,33.34,33.52,2.737543594,0,0.571853,3.3
2006,205,7/24/2006,17,-9999,3.295040862,-9999,-9999,-37.93175847,36.68,29.78,32.82,1.589231096,0,0.419125,3.3
2006,205,7/24/2006,17.5,0.169389328,3.295040862,3.125651534,-9999,-12.97832393,-4.225,30.03,32.09,1.668116023,0,0.409583,3.3
2006,205,7/24/2006,18,-0.776439733,3.295040862,4.071480595,15.56173134,-5.770828495,-8.11,30.39,31.53,1.974136814,0,0.425461,3.3
2006,205,7/24/2006,18.5,1.38226838,3.295040862,1.912772482,36.25944171,-18.15426911,-18.75,29.94,31.06,1.879109709,0,0.56331,3.3
2006,205,7/24/2006,12,-2.491750541,3.295040862,5.786791403,153.5657418,284.2669606,748.3,35.04,31.99,3.717769174,0,0.410773,3.3
2006,205,7/24/2006,12.5,-1.238725321,3.295040862,4.533766183,124.7637912,241.8374476,759.9,35.6,33.89,3.839545173,0,0.308565,3.3
2006,205,7/24/2006,13,-0.465486611,3.295040862,3.760527473,167.4551246,297.0768256,757.3,36.42,34.56,4.186590935,0,0.261605,3.3
2006,205,7/24/2006,13.5,2.851819406,3.295040862,0.443221456,29.00689088,305.4883443,576.4,36.76,35.11,4.18625965,0,0.629092,3.3
2006,205,7/24/2006,14,-0.621252574,3.295040862,3.916293436,55.97910768,184.8801504,379.7,36.4,35.17,3.96990315,0,0.493417,3.3
2006,205,7/24/2006,14.5,-2.235634592,3.295040862,5.530675454,97.69837536,217.0634991,428.5,36.05,35.51,3.763890307,0,0.539688,3.3
2006,206,7/25/2006,11,-9.103273491,1.539210334,10.64248383,123.4034774,262.7840914,480.8,29.65,29.88,2.036870714,0,0.470438,3.3
2006,206,7/25/2006,11.5,-8.593051262,1.539210334,10.1322616,118.2848251,209.2462284,386.4,29.66,30.49,2.059275807,0,0.537166,3.3
2006,206,7/25/2006,12,-8.067288166,1.539210334,9.6064985,140.1164838,260.2259547,419.4,30.04,31,2.130567284,0,0.549485,3.3
2006,205,7/24/2006,23,-0.672310336,3.295040862,3.967351198,-9999,22.25719281,-22.36,21.52,28.13,0.491814928,0,0.478774,3.3
2006,205,7/24/2006,23.5,-9999,3.295040862,-9999,-9999,-4.111453295,-20.01,20.79,27.74,0.373851453,0,0.300561,3.3
2006,206,7/25/2006,0,-9999,1.539210334,-9999,-0.905030526,-5.194300086,-24.08,20.52,27.34,0.307181893,0,0.210989,3.3
2006,206,7/25/2006,1,-1.811314338,1.539210334,3.350524672,7.417354296,-1.118570746,-21.71,20.83,26.77,0.316927083,0,0.165016,3.3
2006,206,7/25/2006,1.5,1.609600262,1.539210334,-0.070389928,10.24716485,-4.714503736,-19.69,21.13,26.59,0.376913672,0,0.151449,3.3
2006,206,7/25/2006,2,1.725929001,1.539210334,-0.186718667,8.596152046,-6.684112517,-21.62,21.5,26.45,0.421660711,0,0.197853,3.3
2006,206,7/25/2006,2.5,2.722843988,1.539210334,-1.183633654,10.45414542,-8.43742727,-23.83,21.96,26.35,0.457068392,0,0.226326,3.3
2006,206,7/25/2006,6,-9999,1.539210334,-9999,-1.021668555,-23.39082486,-29.26,21.42,25.75,0.312077584,0,0.157939,3.3
2006,206,7/25/2006,9,-13.98753974,1.539210334,15.52675007,123.2071674,205.9292664,425.5,27.49,27.3,1.498775676,0,0.377254,3.3
2006,206,7/25/2006,7.5,-12.79661319,1.539210334,14.33582352,75.29200444,58.66236738,161.1,25.37,26.21,0.91172746,0,0.331306,3.3
2006,206,7/25/2006,8,-6.596791604,1.539210334,8.136001938,52.23452143,69.70862994,248.3,26.14,26.54,1.081576858,0,0.176784,3.3
2006,206,7/25/2006,8.5,-10.57379626,1.539210334,12.11300659,75.74959692,143.1933789,335.2,27.05,26.96,1.362980315,0,0.196012,3.3
2006,206,7/25/2006,9.5,-9.462827147,1.539210334,11.00203748,94.64831297,133.8181147,336.5,27.71,27.87,1.534469028,0,0.427017,3.3
2006,206,7/25/2006,10,-6.940132129,1.539210334,8.479342463,127.8456066,190.4432066,479.9,28.25,28.56,1.651822326,0,0.464375,3.3
2006,206,7/25/2006,10.5,-9.190952649,1.539210334,10.73016298,130.8850891,308.4865575,563.4,29.34,29.16,1.964908033,0,0.453342,3.3
2006,206,7/25/2006,12.5,-5.222255697,1.539210334,6.761466031,82.7867861,129.9260992,295.5,29.85,31.17,2.0892022,0,0.386642,3.5
2006,206,7/25/2006,18.5,1.529247008,1.539210334,0.009963326,13.26284951,9.267858744,0.879,28.76,30.51,1.70558453,0,0.405719,3.5
2006,206,7/25/2006,19,1.621762119,1.539210334,-0.082551785,14.438474,0.167009261,-10.7,28.73,30.26,1.690692062,0,0.312443,3.5
2006,206,7/25/2006,13,-3.865623432,1.539210334,5.404833766,60.3924684,92.13419822,230.7,29.73,31.15,2.064145239,0,0.342132,3.5
2006,206,7/25/2006,13.5,-7.246311347,1.539210334,8.785521681,87.54138821,203.7292742,342.7,30.1,31.1,2.145300594,0,0.515261,3.5
2006,206,7/25/2006,14,-7.400174154,1.539210334,8.939384488,142.6861992,293.0917086,540.1,30.51,31.79,2.229167205,0,0.344147,3.5
2006,206,7/25/2006,14.5,-5.029420197,1.539210334,6.568630531,81.00006849,169.7537333,306.1,30.49,32.48,2.224149671,0,0.474616,3.5
2006,206,7/25/2006,15,-4.790432539,1.539210334,6.329642873,101.3907805,278.352192,511.9,31.18,32.52,2.393168485,0,0.391377,3.5
2006,206,7/25/2006,15.5,-3.549249935,1.539210334,5.088460269,12.92431333,129.5891101,213.1,30.62,32.44,2.195853072,0,0.528793,3.5
2006,206,7/25/2006,16,-3.109336418,1.539210334,4.648546752,38.33299527,90.31031018,139.7,30.05,32.03,2.059019771,0,0.548077,3.5
2006,206,7/25/2006,16.5,-4.523471799,1.539210334,6.062682133,49.02829865,102.8219648,188.3,29.95,31.76,2.036549969,0,0.604767,3.5
2006,206,7/25/2006,17,-3.514791767,1.539210334,5.054002101,51.22698879,94.04184624,183.2,29.73,31.56,1.954145239,0,0.617936,3.5
2006,206,7/25/2006,17.5,-1.148077097,1.539210334,2.687287431,30.35268113,59.32906278,57.4,29.58,31.4,1.891068779,0,0.585729,3.5
2006,206,7/25/2006,18,1.960712678,1.539210334,-0.421502344,12.38891462,13.02552777,-9.52,28.91,30.93,1.761203818,0,0.503004,3.5
2006,207,7/26/2006,7.5,-10.37899588,5.153479979,15.53247586,61.20994665,46.54448265,179.2,26.16,26.49,1.034602053,0,0.246485,3.5
2006,207,7/26/2006,8,-7.02066863,5.153479979,12.17414861,53.81808839,55.88876316,127.1,27.21,26.89,1.297843975,0,0.232204,3.5
2006,207,7/26/2006,8.5,-4.826311034,5.153479979,9.979791013,111.7138412,57.82029083,261.8,27.66,27.13,1.507582644,0,0.164017,3.5
2006,207,7/26/2006,9,-11.82785827,5.153479979,16.98133825,97.29482427,202.4472131,424.5,28.56,27.66,1.742831399,0,0.478776,3.5
2006,207,7/26/2006,9.5,-5.621653955,5.153479979,10.77513393,92.48318254,210.7994307,467.7,28.74,28.42,1.791988391,0,0.404738,3.5
2006,207,7/26/2006,10,-7.371282076,5.153479979,12.52476206,88.56219331,144.3901558,330,28.84,29.14,1.837015548,0,0.487795,3.5
2006,207,7/26/2006,10.5,-9.734530431,5.153479979,14.88801041,123.3089917,329.2243355,624.7,29.53,29.65,1.957103451,0,0.489613,3.5
2006,207,7/26/2006,11,-4.948102203,5.153479979,10.10158218,92.65036706,367.3461282,779.6,30.21,30.06,2.16642656,0,0.384562,3.5
2006,207,7/26/2006,11.5,-4.697983234,5.153479979,9.851463213,80.15937725,252.409341,463.2,30.24,30.61,2.22385043,0,0.511098,3.5
2006,207,7/26/2006,1.5,1.498217602,5.153479979,3.655262377,2.726721587,-8.112420465,-40.98,23.61,27.03,0.473657873,0,0.15802,3.5
2006,206,7/25/2006,19.5,3.154380465,1.539210334,-1.615170131,37.04072887,1.472822103,-24.33,28.36,30,1.627538581,0,0.379624,3.5
2006,206,7/25/2006,20,1.521830787,1.539210334,0.017379547,5.619670144,10.25636363,-24.36,27.55,29.64,1.499729971,0,0.388332,3.5
2006,206,7/25/2006,20.5,2.730057884,1.539210334,-1.19084755,9.731014692,1.634308851,-22.35,26.6,29.36,1.224213304,0,0.265512,3.5
2006,206,7/25/2006,21.5,2.275524754,1.539210334,-0.73631442,33.71770782,-9.068913351,-12.45,24.91,28.74,0.646862644,0,0.15839,3.5
2006,207,7/26/2006,5.5,-9999,5.153479979,-9999,8.329108203,-12.44239004,-36.65,22.96,26.14,0.479995132,0,0.1733,3.5
2006,207,7/26/2006,14.5,-4.188111956,5.153479979,9.341591935,127.4792293,604.4988426,716.9,31.89,36.77,2.618675771,0,0.724449,3.7
2006,207,7/26/2006,15,-1.892398275,5.153479979,7.045878254,59.41109623,325.8263996,492.9,31.9,36.25,2.593363886,0,0.662405,3.7
2006,207,7/26/2006,12,-4.916436998,5.153479979,10.06991698,97.33070744,261.7243592,543.3,30.32,31.6,2.227701804,0,0.534935,3.7
2006,207,7/26/2006,12.5,-4.049203228,5.153479979,9.202683207,95.90851883,338.9042087,748.5,30.65,32.64,2.323430089,0,0.557766,3.7
2006,207,7/26/2006,13,-4.59526045,5.153479979,9.748740429,106.8896485,356.2771892,598,31.02,33.47,2.425814233,0,0.58652,3.7
2006,207,7/26/2006,13.5,-3.155704543,5.153479979,8.309184522,96.05865525,396.2346189,737.5,31.45,34.4,2.594700624,0,0.670188,3.7
2006,207,7/26/2006,14,-2.816126627,5.153479979,7.969606606,59.44137589,418.1904987,761.6,31.93,35,2.698436175,0,0.643797,3.7
2006,208,7/27/2006,6.5,-9999,5.978993818,-9999,-9999,-9999,9.47,22.76,25.96,0.166101242,0,0.16545,3.7
2006,208,7/27/2006,7,-9999,5.978993818,-9999,-9999,-9999,28.07,22.9,25.98,0.186789242,0,0.81215,3.7
2006,208,7/27/2006,7.5,-9999,5.978993818,-9999,-9999,-9999,61.04,23.27,26.03,0.227244587,0,0.769453,3.7
2006,208,7/27/2006,8,-9999,5.978993818,-9999,-9999,-9999,74.36,23.62,26.12,0.283421486,0,0.703354,3.7
2006,208,7/27/2006,10,-10.1384892,5.978993818,16.11748302,102.7822012,42.77221747,252.3,25.81,27.28,0.783757439,0,0.161417,3.7
2006,208,7/27/2006,11,-18.1274581,5.978993818,24.10645192,193.1331696,101.8809881,356.4,26.47,27.69,0.907525796,0,0.167437,3.7
2006,207,7/26/2006,15.5,-2.800123523,5.153479979,7.953603502,35.40068835,232.2592491,258.1,31.01,35.31,2.319240461,0,0.653952,3.7
2006,207,7/26/2006,16,-2.544539363,5.153479979,7.698019342,29.11810261,151.4397832,174.7,30.54,34.36,2.211702875,0,0.63049,3.7
2006,207,7/26/2006,16.5,-0.820818854,5.153479979,5.974298833,41.29598361,132.0059583,161.6,30.24,33.71,2.14885043,0,0.595944,3.7
2006,207,7/26/2006,17,-2.642729336,5.153479979,7.796209315,52.92298552,140.4744304,175.8,30.36,33.28,2.192657219,0,0.661401,3.7
2006,207,7/26/2006,17.5,-3.626592323,5.153479979,8.780072302,35.06140786,103.2034207,167,30.16,32.86,2.112078111,0,0.666455,3.7
2006,207,7/26/2006,18,-0.894302474,5.153479979,6.047782453,17.07899378,80.55519101,105.9,29.68,32.67,1.98108961,0,0.598695,3.7
2006,207,7/26/2006,18.5,0.596569229,5.153479979,4.55691075,19.74126218,49.83617161,33.21,29.25,32.34,1.805649753,0,0.531311,3.7
2006,207,7/26/2006,19,2.41747152,5.153479979,2.736008459,1.430596161,26.21516987,-14.36,28.13,31.83,1.390015843,0,0.55024,3.7
2006,207,7/26/2006,19.5,2.908968841,5.153479979,2.244511138,2.545912145,9.993830143,-28.03,27.91,31.35,1.319292612,0,0.36997,3.7
2006,207,7/26/2006,20,2.395419055,5.153479979,2.758060924,-3.810770562,8.468194846,-29,27.65,30.95,1.259408691,0,0.463124,3.7
2006,207,7/26/2006,20.5,-9999,5.153479979,-9999,-9999,17.53723483,-23.62,26.7,30.61,1.033863782,0,0.423641,3.7
2006,207,7/26/2006,21,11.56680328,5.153479979,-6.413323301,-9999,-7.887385924,-20.52,25.55,30.23,0.695684716,0,0.21713,3.7
2006,207,7/26/2006,21.5,-9999,5.153479979,-9999,-9999,13.42737159,-10.33,24.67,29.93,0.345848503,0.254000002,0.249214,3.7
2006,207,7/26/2006,22,-9999,5.153479979,-9999,-9999,-9999,-5.273,23.94,29.16,0.257349626,13.21,0.289617,3.7
2006,207,7/26/2006,23.5,-9999,5.153479979,-9999,-9999,-9999,-1.873,23.05,25.71,0.152364855,26.16,0.225025,3.7
2006,208,7/27/2006,0,-9999,5.978993818,-9999,-9999,-9999,-1.83,22.76,25.49,0.144101242,15.75,0.764866,3.7
2006,208,7/27/2006,11.5,-17.35300702,5.978993818,23.33200084,-9999,118.7843833,614.9,27.42,28.14,1.170712348,0,0.183896,3.7
2006,208,7/27/2006,12,-15.69209635,5.978993818,21.67109017,246.4681818,118.1705086,673.1,27.92,29.03,1.341495513,0,0.154069,3.7
2006,209,7/28/2006,0.5,6.239983043,6.239983043,0,20.66652633,-0.293847431,-21.26,23.37,26.83,0.30660866,0,0.158592,3.9
2006,209,7/28/2006,7,-9999,6.239983043,-9999,-9999,12.68538281,54.94,23.02,25.86,0.195233481,0,0.183161,3.9
2006,209,7/28/2006,9,-9999,6.239983043,-9999,168.9273194,123.865713,374.5,26.46,26.75,0.841480288,0,0.247516,3.9
2006,209,7/28/2006,10.5,-20.15192653,6.239983043,26.39190957,310.0992204,195.7540886,672.9,28.4,28.01,1.269560507,0,0.243932,3.9
